domain, index, method, duration (ms), f
BinPacking, 1, EPH, 600000, 0.003570881226053535
BinPacking, 1, EPH, 600000, 0.003608100711548712
BinPacking, 1, EPH, 600000, 0.003631308155445767
BinPacking, 1, EPH, 600000, 0.00665312585312583
BinPacking, 1, EPH, 600000, 0.0036006568144497653
BinPacking, 1, EPH, 600000, 0.003620799124247287
BinPacking, 1, EPH, 600000, 0.0033199781061850064
BinPacking, 1, EPH, 600000, 0.0035656267104543504
BinPacking, 1, EPH, 600000, 0.003518773946360132
BinPacking, 1, AA-HH, 600000, 0.06259793158313154
BinPacking, 1, AA-HH, 600000, 0.06262975338106269
BinPacking, 1, AA-HH, 600000, 0.06369026783346388
BinPacking, 1, AA-HH, 600000, 0.06369875364624522
BinPacking, 1, AA-HH, 600000, 0.06355513126491408
BinPacking, 1, AA-HH, 600000, 0.06264078493767922
BinPacking, 1, AA-HH, 600000, 0.06345945372579931
BinPacking, 1, AA-HH, 600000, 0.062326597719434496
BinPacking, 1, AA-HH, 600000, 0.06388671439936178
BinPacking, 1, AA-HH, 600000, 0.062391089896576823
BinPacking, 1, AA-HH, 600000, 0.06361262264651069
BinPacking, 1, AA-HH, 600000, 0.06301076637496439
BinPacking, 1, AA-HH, 600000, 0.06323606470431997
BinPacking, 1, AA-HH, 600000, 0.06379337045876177
BinPacking, 1, AA-HH, 600000, 0.06232256695836236
BinPacking, 1, AA-HH, 600000, 0.06655809523809342
BinPacking, 1, AA-HH, 600000, 0.06375009281357524
BinPacking, 1, AA-HH, 600000, 0.06364168655528823
BinPacking, 1, AA-HH, 600000, 0.06322460885706516
BinPacking, 1, AA-HH, 600000, 0.06385361972951276
BinPacking, 1, AA-HH, 600000, 0.06324200477326725
BinPacking, 1, AA-HH, 600000, 0.06294097056483383
BinPacking, 1, AA-HH, 600000, 0.06347791036860029
BinPacking, 1, AA-HH, 600000, 0.06279162025987528
BinPacking, 1, AA-HH, 600000, 0.06381776717050958
BinPacking, 1, AA-HH, 600000, 0.06688105820105583
BinPacking, 1, AA-HH, 600000, 0.0638640148501699
BinPacking, 1, AA-HH, 600000, 0.06342551047467182
BinPacking, 1, AA-HH, 600000, 0.06361538053566496
BinPacking, 1, AA-HH, 600000, 0.06306868204719984
BinPacking, 1, AA-HH, 600000, 0.06290172368071767
BinPacking, 1, ANW-HH, 600000, 0.012358823529411644
BinPacking, 1, ANW-HH, 600000, 0.00820638820638786
BinPacking, 1, ANW-HH, 600000, 0.0118045751633985
BinPacking, 1, ANW-HH, 600000, 0.008009172809172571
BinPacking, 1, ANW-HH, 600000, 0.011539215686274251
BinPacking, 1, ANW-HH, 600000, 0.01161895424836612
BinPacking, 1, ANW-HH, 600000, 0.00817450177450163
BinPacking, 1, ANW-HH, 600000, 0.008304668304668028
BinPacking, 1, ANW-HH, 600000, 0.011606535947711771
BinPacking, 1, ANW-HH, 600000, 0.011551851851851591
BinPacking, 1, ANW-HH, 600000, 0.011720915032679802
BinPacking, 1, ANW-HH, 600000, 0.01273355119825681
BinPacking, 1, ANW-HH, 600000, 0.011548366013071965
BinPacking, 1, ANW-HH, 600000, 0.00836319956319942
BinPacking, 1, ANW-HH, 600000, 0.01227450980392153
BinPacking, 1, ANW-HH, 600000, 0.012174509803921874
BinPacking, 1, ANW-HH, 600000, 0.008242205842205474
BinPacking, 1, ANW-HH, 600000, 0.012325054466230778
BinPacking, 1, ANW-HH, 600000, 0.012805882352940667
BinPacking, 1, ANW-HH, 600000, 0.00821665301665242
BinPacking, 1, ANW-HH, 600000, 0.008005023205022832
BinPacking, 1, ANW-HH, 600000, 0.007794703794703373
BinPacking, 1, ANW-HH, 600000, 0.0083005187005184
BinPacking, 1, ANW-HH, 600000, 0.011622222222221978
BinPacking, 1, ANW-HH, 600000, 0.008271034671034294
BinPacking, 1, ANW-HH, 600000, 0.008210756210755954
BinPacking, 1, ANW-HH, 600000, 0.012373420479302455
BinPacking, 1, ANW-HH, 600000, 0.008122959322959145
BinPacking, 1, ANW-HH, 600000, 0.008239366639366641
BinPacking, 1, ANW-HH, 600000, 0.012109150326796825
BinPacking, 1, ANW-HH, 600000, 0.008007862407861999
BinPacking, 2, Adap-HH, 600000, 0.02233770967741977
BinPacking, 2, Adap-HH, 600000, 0.02029677419354825
BinPacking, 2, Adap-HH, 600000, 0.02118690322580674
BinPacking, 2, Adap-HH, 600000, 0.022486096774193887
BinPacking, 2, Adap-HH, 600000, 0.02038480645161289
BinPacking, 2, Adap-HH, 600000, 0.02079164516129084
BinPacking, 2, Adap-HH, 600000, 0.020296806451612914
BinPacking, 2, Adap-HH, 600000, 0.021701580645161478
BinPacking, 2, Adap-HH, 600000, 0.02041232258064496
BinPacking, 2, Adap-HH, 600000, 0.021102645161290345
BinPacking, 2, Adap-HH, 600000, 0.02189803225806497
BinPacking, 2, Adap-HH, 600000, 0.02148880645161344
BinPacking, 2, Adap-HH, 600000, 0.021876354838709644
BinPacking, 2, Adap-HH, 600000, 0.020987967741935787
BinPacking, 2, Adap-HH, 600000, 0.021709193548387407
BinPacking, 2, Adap-HH, 600000, 0.020957000000000336
BinPacking, 2, Adap-HH, 600000, 0.021713096774194196
BinPacking, 2, Adap-HH, 600000, 0.02235677419354898
BinPacking, 2, Adap-HH, 600000, 0.0219002258064519
BinPacking, 2, Adap-HH, 600000, 0.020756677419355052
BinPacking, 2, Adap-HH, 600000, 0.021411064516129175
BinPacking, 2, Adap-HH, 600000, 0.02145761290322623
BinPacking, 2, Adap-HH, 600000, 0.020094322580645363
BinPacking, 2, Adap-HH, 600000, 0.019858774193548423
BinPacking, 2, Adap-HH, 600000, 0.02203335483870983
BinPacking, 2, Adap-HH, 600000, 0.021086322580645134
BinPacking, 2, Adap-HH, 600000, 0.0217071290322578
BinPacking, 2, Adap-HH, 600000, 0.020981935483871283
BinPacking, 2, Adap-HH, 600000, 0.020270064516129338
BinPacking, 2, Adap-HH, 600000, 0.021710806451613163
BinPacking, 2, Adap-HH, 600000, 0.02078700000000011
BinPacking, 2, FS-ILS, 600000, 0.021713935483871127
BinPacking, 2, FS-ILS, 600000, 0.023273870967742027
BinPacking, 2, FS-ILS, 600000, 0.02326954838709705
BinPacking, 2, FS-ILS, 600000, 0.02278145161290368
BinPacking, 2, FS-ILS, 600000, 0.022828774193548673
BinPacking, 2, FS-ILS, 600000, 0.0223660967741941
BinPacking, 2, FS-ILS, 600000, 0.02345312903225827
BinPacking, 2, FS-ILS, 600000, 0.022515290322580928
BinPacking, 2, FS-ILS, 600000, 0.022787774193548715
BinPacking, 2, FS-ILS, 600000, 0.021714258064516545
BinPacking, 2, FS-ILS, 600000, 0.022662741935484454
BinPacking, 2, FS-ILS, 600000, 0.02315058064516151
BinPacking, 2, FS-ILS, 600000, 0.023224483870968204
BinPacking, 2, FS-ILS, 600000, 0.022524806451613366
BinPacking, 2, FS-ILS, 600000, 0.02277929032258097
BinPacking, 2, FS-ILS, 600000, 0.02278858064516165
BinPacking, 2, FS-ILS, 600000, 0.022851838709677996
BinPacking, 2, FS-ILS, 600000, 0.02171496774193593
BinPacking, 2, FS-ILS, 600000, 0.022678354838710058
BinPacking, 2, FS-ILS, 600000, 0.023044580645161683
BinPacking, 2, FS-ILS, 600000, 0.023379967741935848
BinPacking, 2, FS-ILS, 600000, 0.022822774193548723
BinPacking, 2, FS-ILS, 600000, 0.024195290322580942
BinPacking, 2, FS-ILS, 600000, 0.023277290322580857
BinPacking, 2, FS-ILS, 600000, 0.022554838709677894
BinPacking, 2, FS-ILS, 600000, 0.0230404516129038
BinPacking, 2, FS-ILS, 600000, 0.022865258064516558
BinPacking, 2, FS-ILS, 600000, 0.023267677419355315
BinPacking, 2, FS-ILS, 600000, 0.022756419354839297
BinPacking, 2, FS-ILS, 600000, 0.02315080645161316
BinPacking, 2, FS-ILS, 600000, 0.02336522580645206
BinPacking, 2, NR-FS-ILS, 600000, 0.021709129032258412
BinPacking, 2, NR-FS-ILS, 600000, 0.0238087419354841
BinPacking, 2, NR-FS-ILS, 600000, 0.023835806451613428
BinPacking, 2, NR-FS-ILS, 600000, 0.022202290322581253
BinPacking, 2, NR-FS-ILS, 600000, 0.02305777419354882
BinPacking, 2, NR-FS-ILS, 600000, 0.023042322580645758
BinPacking, 2, NR-FS-ILS, 600000, 0.023244774193548978
BinPacking, 2, NR-FS-ILS, 600000, 0.023730903225806843
BinPacking, 2, NR-FS-ILS, 600000, 0.02368067741935509
BinPacking, 2, NR-FS-ILS, 600000, 0.02399854838709703
BinPacking, 2, NR-FS-ILS, 600000, 0.023458838709677687
BinPacking, 2, NR-FS-ILS, 600000, 0.022656451612903528
BinPacking, 2, NR-FS-ILS, 600000, 0.02524019354838747
BinPacking, 2, NR-FS-ILS, 600000, 0.023812548387097343
BinPacking, 2, NR-FS-ILS, 600000, 0.02343054838709724
BinPacking, 2, NR-FS-ILS, 600000, 0.02235906451612968
BinPacking, 2, NR-FS-ILS, 600000, 0.02236761290322642
BinPacking, 2, NR-FS-ILS, 600000, 0.023270258064516436
BinPacking, 2, NR-FS-ILS, 600000, 0.023379032258064703
BinPacking, 2, NR-FS-ILS, 600000, 0.022952870967742234
BinPacking, 2, NR-FS-ILS, 600000, 0.023354000000000208
BinPacking, 2, NR-FS-ILS, 600000, 0.0233594838709682
BinPacking, 2, NR-FS-ILS, 600000, 0.023037935483871563
BinPacking, 2, NR-FS-ILS, 600000, 0.0233759677419354
BinPacking, 2, NR-FS-ILS, 600000, 0.02254496774193593
BinPacking, 2, NR-FS-ILS, 600000, 0.02244983870967754
BinPacking, 2, NR-FS-ILS, 600000, 0.02344941935483913
BinPacking, 2, NR-FS-ILS, 600000, 0.023373838709677797
BinPacking, 2, NR-FS-ILS, 600000, 0.022541483870967993
BinPacking, 2, NR-FS-ILS, 600000, 0.02304916129032286
BinPacking, 2, NR-FS-ILS, 600000, 0.02288441935483898
BinPacking, 2, EPH, 600000, 0.02029851612903233
BinPacking, 2, EPH, 600000, 0.02044248387096792
BinPacking, 2, EPH, 600000, 0.02027138709677434
BinPacking, 2, EPH, 600000, 0.0209861935483876
BinPacking, 2, EPH, 600000, 0.020064838709677457
BinPacking, 2, EPH, 600000, 0.02030003225806476
BinPacking, 2, EPH, 600000, 0.020291032258064612
BinPacking, 2, EPH, 600000, 0.020386064516129232
BinPacking, 2, EPH, 600000, 0.01985948387096781
BinPacking, 2, EPH, 600000, 0.020094483870967794
BinPacking, 2, EPH, 600000, 0.0196185806451612
BinPacking, 2, EPH, 600000, 0.020094838709677654
BinPacking, 2, EPH, 600000, 0.02029670967741959
BinPacking, 2, EPH, 600000, 0.020296000000000203
BinPacking, 2, EPH, 600000, 0.02011941935483863
BinPacking, 2, EPH, 600000, 0.019231999999999916
BinPacking, 2, EPH, 600000, 0.020356193548387247
BinPacking, 2, EPH, 600000, 0.019314032258064384
BinPacking, 2, EPH, 600000, 0.01985887096774197
BinPacking, 2, EPH, 600000, 0.020296451612903166
BinPacking, 2, EPH, 600000, 0.020269258064516626
BinPacking, 2, EPH, 600000, 0.02038619354838711
BinPacking, 2, EPH, 600000, 0.020385225806451523
BinPacking, 2, EPH, 600000, 0.020299903225806548
BinPacking, 2, EPH, 600000, 0.02078774193548416
BinPacking, 2, EPH, 600000, 0.020786806451613127
BinPacking, 2, EPH, 600000, 0.020296838709677356
BinPacking, 2, EPH, 600000, 0.01991887096774192
BinPacking, 2, EPH, 600000, 0.019620419354838492
BinPacking, 2, EPH, 600000, 0.018895032258064326
BinPacking, 2, EPH, 600000, 0.02078451612903276
BinPacking, 2, AA-HH, 600000, 0.028847838709677887
BinPacking, 2, AA-HH, 600000, 0.029407193548387278
BinPacking, 2, AA-HH, 600000, 0.028889548387096897
BinPacking, 2, AA-HH, 600000, 0.02842261290322623
BinPacking, 2, AA-HH, 600000, 0.030432774193548617
BinPacking, 2, AA-HH, 600000, 0.030047193548387363
BinPacking, 2, AA-HH, 600000, 0.028539000000000092
BinPacking, 2, AA-HH, 600000, 0.02941567741935558
BinPacking, 2, AA-HH, 600000, 0.03030490322580659
BinPacking, 2, AA-HH, 600000, 0.028647580645161708
BinPacking, 2, AA-HH, 600000, 0.0294275806451616
BinPacking, 2, AA-HH, 600000, 0.03024077419354876
BinPacking, 2, AA-HH, 600000, 0.029622516129032328
BinPacking, 2, AA-HH, 600000, 0.029210225806451717
BinPacking, 2, AA-HH, 600000, 0.02935100000000046
BinPacking, 2, AA-HH, 600000, 0.02921661290322597
BinPacking, 2, AA-HH, 600000, 0.029443709677419605
BinPacking, 2, AA-HH, 600000, 0.029415129032258625
BinPacking, 2, AA-HH, 600000, 0.02934935483871015
BinPacking, 2, AA-HH, 600000, 0.030122774193548585
BinPacking, 2, AA-HH, 600000, 0.028999580645161505
BinPacking, 2, AA-HH, 600000, 0.03003490322580704
BinPacking, 2, AA-HH, 600000, 0.030046451612903313
BinPacking, 2, AA-HH, 600000, 0.029279000000000277
BinPacking, 2, AA-HH, 600000, 0.030149161290322857
BinPacking, 2, AA-HH, 600000, 0.0292036774193547
BinPacking, 2, AA-HH, 600000, 0.029959967741935545
BinPacking, 2, AA-HH, 600000, 0.027617258064516537
BinPacking, 2, AA-HH, 600000, 0.02984496774193557
BinPacking, 2, AA-HH, 600000, 0.030144935483871205
BinPacking, 2, AA-HH, 600000, 0.029640935483871034
BinPacking, 2, ANW-HH, 600000, 0.028278580645161533
BinPacking, 2, ANW-HH, 600000, 0.028396967741935786
BinPacking, 2, ANW-HH, 600000, 0.026276096774193847
BinPacking, 2, ANW-HH, 600000, 0.023405193548387215
BinPacking, 2, ANW-HH, 600000, 0.031497838709677706
BinPacking, 2, ANW-HH, 600000, 0.027077935483871385
BinPacking, 2, ANW-HH, 600000, 0.054730666666666816
BinPacking, 2, ANW-HH, 600000, 0.026761322580645452
BinPacking, 2, ANW-HH, 600000, 0.028817161290322746
BinPacking, 2, ANW-HH, 600000, 0.030253096774193966
BinPacking, 2, ANW-HH, 600000, 0.0237241290322584
BinPacking, 2, ANW-HH, 600000, 0.024063709677419776
BinPacking, 2, ANW-HH, 600000, 0.02773400000000026
BinPacking, 2, ANW-HH, 600000, 0.028170677419355084
BinPacking, 2, ANW-HH, 600000, 0.028150548387097296
BinPacking, 2, ANW-HH, 600000, 0.029948580645161593
BinPacking, 2, ANW-HH, 600000, 0.02335990322580661
BinPacking, 2, ANW-HH, 600000, 0.02593519354838736
BinPacking, 2, ANW-HH, 600000, 0.02956238709677461
BinPacking, 2, ANW-HH, 600000, 0.027462612903226158
BinPacking, 2, ANW-HH, 600000, 0.02664125806451667
BinPacking, 2, ANW-HH, 600000, 0.02997312903225824
BinPacking, 2, ANW-HH, 600000, 0.02875835483870992
BinPacking, 2, ANW-HH, 600000, 0.027346774193548806
BinPacking, 2, ANW-HH, 600000, 0.029991967741935688
BinPacking, 2, ANW-HH, 600000, 0.029554451612903487
BinPacking, 2, ANW-HH, 600000, 0.02741996774193578
BinPacking, 2, ANW-HH, 600000, 0.02770816129032294
BinPacking, 2, ANW-HH, 600000, 0.028517225806452107
BinPacking, 2, ANW-HH, 600000, 0.028655225806451856
BinPacking, 2, ANW-HH, 600000, 0.028622612903226208
BinPacking, 3, Adap-HH, 600000, 0.019758196721311405
BinPacking, 3, Adap-HH, 600000, 0.021727147540983593
BinPacking, 3, Adap-HH, 600000, 0.0198195409836065
BinPacking, 3, Adap-HH, 600000, 0.021917278688524666
BinPacking, 3, Adap-HH, 600000, 0.023908393442622966
BinPacking, 3, Adap-HH, 600000, 0.02038649180327856
BinPacking, 3, Adap-HH, 600000, 0.01968924590163923
BinPacking, 3, Adap-HH, 600000, 0.02162590163934419
BinPacking, 3, Adap-HH, 600000, 0.02152245901639316
BinPacking, 3, Adap-HH, 600000, 0.02116980327868867
BinPacking, 3, Adap-HH, 600000, 0.021150852459016156
BinPacking, 3, Adap-HH, 600000, 0.020024491803278588
BinPacking, 3, Adap-HH, 600000, 0.020405442622951075
BinPacking, 3, Adap-HH, 600000, 0.019758196721311183
BinPacking, 3, Adap-HH, 600000, 0.019699442622950647
BinPacking, 3, Adap-HH, 600000, 0.020823049180327735
BinPacking, 3, Adap-HH, 600000, 0.020737508196721044
BinPacking, 3, Adap-HH, 600000, 0.020825049180328126
BinPacking, 3, Adap-HH, 600000, 0.021551213114754053
BinPacking, 3, Adap-HH, 600000, 0.021602065573770313
BinPacking, 3, Adap-HH, 600000, 0.02040304918032798
BinPacking, 3, Adap-HH, 600000, 0.021611999999999965
BinPacking, 3, Adap-HH, 600000, 0.02203996721311463
BinPacking, 3, Adap-HH, 600000, 0.023607573770492163
BinPacking, 3, Adap-HH, 600000, 0.01975859016393433
BinPacking, 3, Adap-HH, 600000, 0.02039514754098337
BinPacking, 3, Adap-HH, 600000, 0.020394295081966995
BinPacking, 3, Adap-HH, 600000, 0.022227770491803467
BinPacking, 3, Adap-HH, 600000, 0.020823049180327735
BinPacking, 3, Adap-HH, 600000, 0.02228363934426203
BinPacking, 3, Adap-HH, 600000, 0.022251803278688587
BinPacking, 3, FS-ILS, 600000, 0.024272950819672512
BinPacking, 3, FS-ILS, 600000, 0.024031016393443072
BinPacking, 3, FS-ILS, 600000, 0.023934950819672784
BinPacking, 3, FS-ILS, 600000, 0.02482701639344309
BinPacking, 3, FS-ILS, 600000, 0.022730918032787373
BinPacking, 3, FS-ILS, 600000, 0.024042229508197233
BinPacking, 3, FS-ILS, 600000, 0.024886327868852698
BinPacking, 3, FS-ILS, 600000, 0.023575672131147862
BinPacking, 3, FS-ILS, 600000, 0.024283344262295614
BinPacking, 3, FS-ILS, 600000, 0.024386557377049534
BinPacking, 3, FS-ILS, 600000, 0.023964459016393547
BinPacking, 3, FS-ILS, 600000, 0.023922459016393782
BinPacking, 3, FS-ILS, 600000, 0.02616629508196755
BinPacking, 3, FS-ILS, 600000, 0.02599350819672175
BinPacking, 3, FS-ILS, 600000, 0.024022688524590552
BinPacking, 3, FS-ILS, 600000, 0.023624295081967728
BinPacking, 3, FS-ILS, 600000, 0.024143901639344656
BinPacking, 3, FS-ILS, 600000, 0.024051868852459468
BinPacking, 3, FS-ILS, 600000, 0.023218131147541343
BinPacking, 3, FS-ILS, 600000, 0.02484363934426259
BinPacking, 3, FS-ILS, 600000, 0.02599727868852486
BinPacking, 3, FS-ILS, 600000, 0.024889147540983148
BinPacking, 3, FS-ILS, 600000, 0.0245225901639351
BinPacking, 3, FS-ILS, 600000, 0.024812360655738108
BinPacking, 3, FS-ILS, 600000, 0.02247222950819705
BinPacking, 3, FS-ILS, 600000, 0.024820262295082607
BinPacking, 3, FS-ILS, 600000, 0.024045540983607006
BinPacking, 3, FS-ILS, 600000, 0.023948196721311654
BinPacking, 3, FS-ILS, 600000, 0.024518163934426518
BinPacking, 3, FS-ILS, 600000, 0.024547540983606897
BinPacking, 3, FS-ILS, 600000, 0.024491278688524964
BinPacking, 3, NR-FS-ILS, 600000, 0.02417911475409884
BinPacking, 3, NR-FS-ILS, 600000, 0.024121377049180825
BinPacking, 3, NR-FS-ILS, 600000, 0.022833540983607126
BinPacking, 3, NR-FS-ILS, 600000, 0.024173540983607134
BinPacking, 3, NR-FS-ILS, 600000, 0.024022426229508675
BinPacking, 3, NR-FS-ILS, 600000, 0.02052367213114792
BinPacking, 3, NR-FS-ILS, 600000, 0.023939409836066017
BinPacking, 3, NR-FS-ILS, 600000, 0.024594065573770862
BinPacking, 3, NR-FS-ILS, 600000, 0.023159311475410504
BinPacking, 3, NR-FS-ILS, 600000, 0.024822098360656075
BinPacking, 3, NR-FS-ILS, 600000, 0.024642032786885593
BinPacking, 3, NR-FS-ILS, 600000, 0.02218891803278733
BinPacking, 3, NR-FS-ILS, 600000, 0.023843836065573942
BinPacking, 3, NR-FS-ILS, 600000, 0.02665865573770565
BinPacking, 3, NR-FS-ILS, 600000, 0.026053311475410457
BinPacking, 3, NR-FS-ILS, 600000, 0.024048098360656134
BinPacking, 3, NR-FS-ILS, 600000, 0.023920786885246126
BinPacking, 3, NR-FS-ILS, 600000, 0.023487442622950994
BinPacking, 3, NR-FS-ILS, 600000, 0.022760819672131616
BinPacking, 3, NR-FS-ILS, 600000, 0.025974098360655895
BinPacking, 3, NR-FS-ILS, 600000, 0.022725573770492113
BinPacking, 3, NR-FS-ILS, 600000, 0.024272000000000182
BinPacking, 3, NR-FS-ILS, 600000, 0.02617914754098416
BinPacking, 3, NR-FS-ILS, 600000, 0.02415032786885274
BinPacking, 3, NR-FS-ILS, 600000, 0.02269055737704928
BinPacking, 3, NR-FS-ILS, 600000, 0.024044098360656352
BinPacking, 3, NR-FS-ILS, 600000, 0.024290622950819962
BinPacking, 3, NR-FS-ILS, 600000, 0.02389288524590194
BinPacking, 3, NR-FS-ILS, 600000, 0.023482163934426814
BinPacking, 3, NR-FS-ILS, 600000, 0.02482842622950876
BinPacking, 3, NR-FS-ILS, 600000, 0.02391268852459061
BinPacking, 3, EPH, 600000, 0.01912613114754058
BinPacking, 3, EPH, 600000, 0.01975718032786855
BinPacking, 3, EPH, 600000, 0.018724295081967157
BinPacking, 3, EPH, 600000, 0.019368426229508073
BinPacking, 3, EPH, 600000, 0.019694852459016254
BinPacking, 3, EPH, 600000, 0.019126426229507998
BinPacking, 3, EPH, 600000, 0.01937075409836042
BinPacking, 3, EPH, 600000, 0.019757147540983566
BinPacking, 3, EPH, 600000, 0.01937150819672151
BinPacking, 3, EPH, 600000, 0.01937068852459012
BinPacking, 3, EPH, 600000, 0.019127278688524596
BinPacking, 3, EPH, 600000, 0.020604426229508088
BinPacking, 3, EPH, 600000, 0.019369311475409767
BinPacking, 3, EPH, 600000, 0.019688852459016415
BinPacking, 3, EPH, 600000, 0.019750229508196493
BinPacking, 3, EPH, 600000, 0.01936757377049192
BinPacking, 3, EPH, 600000, 0.019696754098360247
BinPacking, 3, EPH, 600000, 0.020403213114754015
BinPacking, 3, EPH, 600000, 0.020395344262294945
BinPacking, 3, EPH, 600000, 0.01975127868852422
BinPacking, 3, EPH, 600000, 0.019370491803278878
BinPacking, 3, EPH, 600000, 0.0203734426229506
BinPacking, 3, EPH, 600000, 0.01981386885245906
BinPacking, 3, EPH, 600000, 0.02157193442622929
BinPacking, 3, EPH, 600000, 0.019814491803278544
BinPacking, 3, EPH, 600000, 0.01969419672131134
BinPacking, 3, EPH, 600000, 0.019755967213114567
BinPacking, 3, EPH, 600000, 0.01936626229508176
BinPacking, 3, EPH, 600000, 0.019694163934426134
BinPacking, 3, EPH, 600000, 0.019859245901639344
BinPacking, 3, EPH, 600000, 0.019368163934426308
BinPacking, 3, AA-HH, 600000, 0.0326663934426229
BinPacking, 3, AA-HH, 600000, 0.03244567213114713
BinPacking, 3, AA-HH, 600000, 0.03271180327868861
BinPacking, 3, AA-HH, 600000, 0.032664360655737634
BinPacking, 3, AA-HH, 600000, 0.03267826229508175
BinPacking, 3, AA-HH, 600000, 0.03280652459016398
BinPacking, 3, AA-HH, 600000, 0.03251236065573848
BinPacking, 3, AA-HH, 600000, 0.03276652459016416
BinPacking, 3, AA-HH, 600000, 0.03270429508196726
BinPacking, 3, AA-HH, 600000, 0.03273947540983635
BinPacking, 3, AA-HH, 600000, 0.032664327868852316
BinPacking, 3, AA-HH, 600000, 0.032248688524590285
BinPacking, 3, AA-HH, 600000, 0.032506229508196816
BinPacking, 3, AA-HH, 600000, 0.032679836065573786
BinPacking, 3, AA-HH, 600000, 0.03280754098360639
BinPacking, 3, AA-HH, 600000, 0.03224783606557369
BinPacking, 3, AA-HH, 600000, 0.03221209836065575
BinPacking, 3, AA-HH, 600000, 0.03256596721311478
BinPacking, 3, AA-HH, 600000, 0.0320412786885248
BinPacking, 3, AA-HH, 600000, 0.032647737704918134
BinPacking, 3, AA-HH, 600000, 0.032768754098360775
BinPacking, 3, AA-HH, 600000, 0.03248318032786923
BinPacking, 3, AA-HH, 600000, 0.032548557377049314
BinPacking, 3, AA-HH, 600000, 0.03268652459016397
BinPacking, 3, AA-HH, 600000, 0.032565016393442336
BinPacking, 3, AA-HH, 600000, 0.03265990163934385
BinPacking, 3, AA-HH, 600000, 0.032628163934426024
BinPacking, 3, AA-HH, 600000, 0.03272003278688518
BinPacking, 3, AA-HH, 600000, 0.03257039344262269
BinPacking, 3, AA-HH, 600000, 0.03278524590163945
BinPacking, 3, AA-HH, 600000, 0.032605409836065524
BinPacking, 3, ANW-HH, 600000, 0.028518918032786944
BinPacking, 3, ANW-HH, 600000, 0.025880688524590023
BinPacking, 3, ANW-HH, 600000, 0.028718819672131413
BinPacking, 3, ANW-HH, 600000, 0.027904000000000595
BinPacking, 3, ANW-HH, 600000, 0.026541901639344556
BinPacking, 3, ANW-HH, 600000, 0.029017016393442896
BinPacking, 3, ANW-HH, 600000, 0.0239510491803282
BinPacking, 3, ANW-HH, 600000, 0.02724324590163929
BinPacking, 3, ANW-HH, 600000, 0.029864000000000446
BinPacking, 3, ANW-HH, 600000, 0.027084163934426364
BinPacking, 3, ANW-HH, 600000, 0.025287803278688625
BinPacking, 3, ANW-HH, 600000, 0.025916295081967466
BinPacking, 3, ANW-HH, 600000, 0.026579114754098687
BinPacking, 3, ANW-HH, 600000, 0.024441508196721418
BinPacking, 3, ANW-HH, 600000, 0.024225737704918204
BinPacking, 3, ANW-HH, 600000, 0.026607901639344567
BinPacking, 3, ANW-HH, 600000, 0.02940200000000026
BinPacking, 3, ANW-HH, 600000, 0.0269301639344266
BinPacking, 3, ANW-HH, 600000, 0.02888193442622966
BinPacking, 3, ANW-HH, 600000, 0.02681868852459013
BinPacking, 3, ANW-HH, 600000, 0.02482222950819679
BinPacking, 3, ANW-HH, 600000, 0.030197245901639302
BinPacking, 3, ANW-HH, 600000, 0.02603042622950824
BinPacking, 3, ANW-HH, 600000, 0.027446131147541464
BinPacking, 3, ANW-HH, 600000, 0.024822950819672562
BinPacking, 3, ANW-HH, 600000, 0.026535901639344495
BinPacking, 3, ANW-HH, 600000, 0.026032032786885373
BinPacking, 3, ANW-HH, 600000, 0.028970918032787507
BinPacking, 3, ANW-HH, 600000, 0.02639386885245887
BinPacking, 3, ANW-HH, 600000, 0.026858393442623307
BinPacking, 3, ANW-HH, 600000, 0.02790419672131139
BinPacking, 4, Adap-HH, 600000, 3.4269005847942235E-4
BinPacking, 4, Adap-HH, 600000, 0.0045644610903033955
BinPacking, 4, Adap-HH, 600000, 0.004564794007490325
BinPacking, 4, Adap-HH, 600000, 0.004562463587182486
BinPacking, 4, Adap-HH, 600000, 0.005004244694131965
BinPacking, 4, Adap-HH, 600000, 3.446950710108698E-4
BinPacking, 4, Adap-HH, 600000, 0.0045631294215561224
BinPacking, 4, Adap-HH, 600000, 0.0045644610903033955
BinPacking, 4, Adap-HH, 600000, 3.4269005847942235E-4
BinPacking, 4, Adap-HH, 600000, 0.004561131918434991
BinPacking, 4, Adap-HH, 600000, 0.005003578859758329
BinPacking, 4, Adap-HH, 600000, 0.004566458593424638
BinPacking, 4, Adap-HH, 600000, 0.004607740324594101
BinPacking, 4, Adap-HH, 600000, 0.0045644610903033955
BinPacking, 4, Adap-HH, 600000, 3.463659147868725E-4
BinPacking, 4, Adap-HH, 600000, 3.4269005847942235E-4
BinPacking, 4, Adap-HH, 600000, 3.4603174603164977E-4
BinPacking, 4, Adap-HH, 600000, 0.004558468580940334
BinPacking, 4, Adap-HH, 600000, 3.4269005847942235E-4
BinPacking, 4, Adap-HH, 600000, 3.4269005847942235E-4
BinPacking, 4, Adap-HH, 600000, 0.004564794007490325
BinPacking, 4, Adap-HH, 600000, 3.4269005847942235E-4
BinPacking, 4, Adap-HH, 600000, 0.0045644610903033955
BinPacking, 4, Adap-HH, 600000, 0.004564794007490325
BinPacking, 4, Adap-HH, 600000, 0.004923678734914505
