domain, index, method, duration (ms), f
SAT, 0, Adap-HH, 600000, 4.0
SAT, 0, Adap-HH, 600000, 3.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 6.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 3.0
SAT, 0, Adap-HH, 600000, 4.0
SAT, 0, Adap-HH, 600000, 4.0
SAT, 0, Adap-HH, 600000, 3.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 3.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 7.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 7.0
SAT, 0, Adap-HH, 600000, 3.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 6.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 6.0
SAT, 0, Adap-HH, 600000, 4.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 3.0
SAT, 0, Adap-HH, 600000, 2.0
SAT, 0, Adap-HH, 600000, 3.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 3.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 3.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 4.0
SAT, 0, FS-ILS, 600000, 4.0
SAT, 0, FS-ILS, 600000, 3.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 3.0
SAT, 0, FS-ILS, 600000, 1.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 4.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 3.0
SAT, 0, NR-FS-ILS, 600000, 4.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 4.0
SAT, 0, NR-FS-ILS, 600000, 4.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 3.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 3.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 3.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 1.0
SAT, 0, NR-FS-ILS, 600000, 4.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 6.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, NR-FS-ILS, 600000, 3.0
SAT, 0, NR-FS-ILS, 600000, 6.0
SAT, 0, NR-FS-ILS, 600000, 3.0
SAT, 0, NR-FS-ILS, 600000, 4.0
SAT, 0, NR-FS-ILS, 600000, 2.0
SAT, 0, EPH, 600000, 6.0
SAT, 0, EPH, 600000, 14.0
SAT, 0, EPH, 600000, 11.0
SAT, 0, EPH, 600000, 8.0
SAT, 0, EPH, 600000, 14.0
SAT, 0, EPH, 600000, 8.0
SAT, 0, EPH, 600000, 12.0
SAT, 0, EPH, 600000, 7.0
SAT, 0, EPH, 600000, 3.0
SAT, 0, EPH, 600000, 16.0
SAT, 0, EPH, 600000, 20.0
SAT, 0, EPH, 600000, 14.0
SAT, 0, EPH, 600000, 16.0
SAT, 0, EPH, 600000, 11.0
SAT, 0, EPH, 600000, 12.0
SAT, 0, EPH, 600000, 8.0
SAT, 0, EPH, 600000, 11.0
SAT, 0, EPH, 600000, 13.0
SAT, 0, EPH, 600000, 16.0
SAT, 0, EPH, 600000, 15.0
SAT, 0, EPH, 600000, 18.0
SAT, 0, EPH, 600000, 13.0
SAT, 0, EPH, 600000, 15.0
SAT, 0, EPH, 600000, 10.0
SAT, 0, EPH, 600000, 17.0
SAT, 0, EPH, 600000, 16.0
SAT, 0, EPH, 600000, 22.0
SAT, 0, EPH, 600000, 13.0
SAT, 0, EPH, 600000, 24.0
SAT, 0, EPH, 600000, 22.0
SAT, 0, EPH, 600000, 19.0
SAT, 0, AA-HH, 600000, 177.0
SAT, 0, AA-HH, 600000, 164.0
SAT, 0, AA-HH, 600000, 166.0
SAT, 0, AA-HH, 600000, 201.0
SAT, 0, AA-HH, 600000, 178.0
SAT, 0, AA-HH, 600000, 202.0
SAT, 0, AA-HH, 600000, 181.0
SAT, 0, AA-HH, 600000, 181.0
SAT, 0, AA-HH, 600000, 139.0
SAT, 0, AA-HH, 600000, 173.0
SAT, 0, AA-HH, 600000, 177.0
SAT, 0, AA-HH, 600000, 177.0
SAT, 0, AA-HH, 600000, 185.0
SAT, 0, AA-HH, 600000, 181.0
SAT, 0, AA-HH, 600000, 189.0
SAT, 0, AA-HH, 600000, 166.0
SAT, 0, AA-HH, 600000, 159.0
SAT, 0, AA-HH, 600000, 162.0
SAT, 0, AA-HH, 600000, 177.0
SAT, 0, AA-HH, 600000, 168.0
SAT, 0, AA-HH, 600000, 196.0
SAT, 0, AA-HH, 600000, 176.0
SAT, 0, AA-HH, 600000, 193.0
SAT, 0, AA-HH, 600000, 182.0
SAT, 0, AA-HH, 600000, 179.0
SAT, 0, AA-HH, 600000, 184.0
SAT, 0, AA-HH, 600000, 178.0
SAT, 0, AA-HH, 600000, 160.0
SAT, 0, AA-HH, 600000, 154.0
SAT, 0, AA-HH, 600000, 174.0
SAT, 0, AA-HH, 600000, 193.0
SAT, 0, ANW-HH, 600000, 39.0
SAT, 0, ANW-HH, 600000, 53.0
SAT, 0, ANW-HH, 600000, 51.0
SAT, 0, ANW-HH, 600000, 47.0
SAT, 0, ANW-HH, 600000, 62.0
SAT, 0, ANW-HH, 600000, 59.0
SAT, 0, ANW-HH, 600000, 45.0
SAT, 0, ANW-HH, 600000, 58.0
SAT, 0, ANW-HH, 600000, 47.0
SAT, 0, ANW-HH, 600000, 43.0
SAT, 0, ANW-HH, 600000, 36.0
SAT, 0, ANW-HH, 600000, 47.0
SAT, 0, ANW-HH, 600000, 42.0
SAT, 0, ANW-HH, 600000, 53.0
SAT, 0, ANW-HH, 600000, 37.0
SAT, 0, ANW-HH, 600000, 54.0
SAT, 0, ANW-HH, 600000, 44.0
SAT, 0, ANW-HH, 600000, 49.0
SAT, 0, ANW-HH, 600000, 46.0
SAT, 0, ANW-HH, 600000, 42.0
SAT, 0, ANW-HH, 600000, 47.0
SAT, 0, ANW-HH, 600000, 36.0
SAT, 0, ANW-HH, 600000, 48.0
SAT, 0, ANW-HH, 600000, 69.0
SAT, 0, ANW-HH, 600000, 51.0
SAT, 0, ANW-HH, 600000, 43.0
SAT, 0, ANW-HH, 600000, 44.0
SAT, 0, ANW-HH, 600000, 51.0
SAT, 0, ANW-HH, 600000, 58.0
SAT, 0, ANW-HH, 600000, 55.0
SAT, 0, ANW-HH, 600000, 44.0
SAT, 1, Adap-HH, 600000, 23.0
SAT, 1, Adap-HH, 600000, 23.0
SAT, 1, Adap-HH, 600000, 26.0
SAT, 1, Adap-HH, 600000, 26.0
SAT, 1, Adap-HH, 600000, 25.0
SAT, 1, Adap-HH, 600000, 19.0
SAT, 1, Adap-HH, 600000, 27.0
SAT, 1, Adap-HH, 600000, 19.0
SAT, 1, Adap-HH, 600000, 20.0
SAT, 1, Adap-HH, 600000, 24.0
SAT, 1, Adap-HH, 600000, 20.0
SAT, 1, Adap-HH, 600000, 21.0
SAT, 1, Adap-HH, 600000, 24.0
SAT, 1, Adap-HH, 600000, 27.0
SAT, 1, Adap-HH, 600000, 21.0
SAT, 1, Adap-HH, 600000, 19.0
SAT, 1, Adap-HH, 600000, 24.0
SAT, 1, Adap-HH, 600000, 26.0
SAT, 1, Adap-HH, 600000, 21.0
SAT, 1, Adap-HH, 600000, 23.0
SAT, 1, Adap-HH, 600000, 26.0
SAT, 1, Adap-HH, 600000, 23.0
SAT, 1, Adap-HH, 600000, 20.0
SAT, 1, Adap-HH, 600000, 27.0
SAT, 1, Adap-HH, 600000, 28.0
SAT, 1, Adap-HH, 600000, 20.0
SAT, 1, Adap-HH, 600000, 24.0
SAT, 1, Adap-HH, 600000, 26.0
SAT, 1, Adap-HH, 600000, 22.0
SAT, 1, Adap-HH, 600000, 24.0
SAT, 1, Adap-HH, 600000, 26.0
SAT, 1, FS-ILS, 600000, 23.0
SAT, 1, FS-ILS, 600000, 21.0
SAT, 1, FS-ILS, 600000, 18.0
SAT, 1, FS-ILS, 600000, 19.0
SAT, 1, FS-ILS, 600000, 23.0
SAT, 1, FS-ILS, 600000, 21.0
SAT, 1, FS-ILS, 600000, 21.0
SAT, 1, FS-ILS, 600000, 23.0
SAT, 1, FS-ILS, 600000, 22.0
SAT, 1, FS-ILS, 600000, 22.0
SAT, 1, FS-ILS, 600000, 24.0
SAT, 1, FS-ILS, 600000, 21.0
SAT, 1, FS-ILS, 600000, 21.0
SAT, 1, FS-ILS, 600000, 20.0
SAT, 1, FS-ILS, 600000, 22.0
SAT, 1, FS-ILS, 600000, 19.0
SAT, 1, FS-ILS, 600000, 23.0
SAT, 1, FS-ILS, 600000, 22.0
SAT, 1, FS-ILS, 600000, 21.0
SAT, 1, FS-ILS, 600000, 20.0
SAT, 1, FS-ILS, 600000, 21.0
SAT, 1, FS-ILS, 600000, 19.0
SAT, 1, FS-ILS, 600000, 24.0
SAT, 1, FS-ILS, 600000, 21.0
SAT, 1, FS-ILS, 600000, 22.0
SAT, 1, FS-ILS, 600000, 22.0
SAT, 1, FS-ILS, 600000, 21.0
SAT, 1, FS-ILS, 600000, 21.0
SAT, 1, FS-ILS, 600000, 22.0
SAT, 1, FS-ILS, 600000, 22.0
SAT, 1, FS-ILS, 600000, 22.0
SAT, 1, NR-FS-ILS, 600000, 23.0
SAT, 1, NR-FS-ILS, 600000, 22.0
SAT, 1, NR-FS-ILS, 600000, 24.0
SAT, 1, NR-FS-ILS, 600000, 21.0
SAT, 1, NR-FS-ILS, 600000, 21.0
SAT, 1, NR-FS-ILS, 600000, 21.0
SAT, 1, NR-FS-ILS, 600000, 19.0
SAT, 1, NR-FS-ILS, 600000, 21.0
SAT, 1, NR-FS-ILS, 600000, 22.0
SAT, 1, NR-FS-ILS, 600000, 22.0
SAT, 1, NR-FS-ILS, 600000, 21.0
SAT, 1, NR-FS-ILS, 600000, 22.0
SAT, 1, NR-FS-ILS, 600000, 22.0
SAT, 1, NR-FS-ILS, 600000, 24.0
SAT, 1, NR-FS-ILS, 600000, 20.0
SAT, 1, NR-FS-ILS, 600000, 23.0
SAT, 1, NR-FS-ILS, 600000, 21.0
SAT, 1, NR-FS-ILS, 600000, 21.0
SAT, 1, NR-FS-ILS, 600000, 23.0
SAT, 1, NR-FS-ILS, 600000, 22.0
SAT, 1, NR-FS-ILS, 600000, 21.0
SAT, 1, NR-FS-ILS, 600000, 24.0
SAT, 1, NR-FS-ILS, 600000, 22.0
SAT, 1, NR-FS-ILS, 600000, 24.0
SAT, 1, NR-FS-ILS, 600000, 25.0
SAT, 1, NR-FS-ILS, 600000, 23.0
SAT, 1, NR-FS-ILS, 600000, 25.0
SAT, 1, NR-FS-ILS, 600000, 23.0
SAT, 1, NR-FS-ILS, 600000, 21.0
SAT, 1, NR-FS-ILS, 600000, 23.0
SAT, 1, NR-FS-ILS, 600000, 22.0
SAT, 1, EPH, 600000, 37.0
SAT, 1, EPH, 600000, 29.0
SAT, 1, EPH, 600000, 27.0
SAT, 1, EPH, 600000, 37.0
SAT, 1, EPH, 600000, 24.0
SAT, 1, EPH, 600000, 31.0
SAT, 1, EPH, 600000, 30.0
SAT, 1, EPH, 600000, 31.0
SAT, 1, EPH, 600000, 32.0
SAT, 1, EPH, 600000, 35.0
SAT, 1, EPH, 600000, 45.0
SAT, 1, EPH, 600000, 24.0
SAT, 1, EPH, 600000, 31.0
SAT, 1, EPH, 600000, 32.0
SAT, 1, EPH, 600000, 33.0
SAT, 1, EPH, 600000, 38.0
SAT, 1, EPH, 600000, 36.0
SAT, 1, EPH, 600000, 33.0
SAT, 1, EPH, 600000, 27.0
SAT, 1, EPH, 600000, 27.0
SAT, 1, EPH, 600000, 37.0
SAT, 1, EPH, 600000, 31.0
SAT, 1, EPH, 600000, 29.0
SAT, 1, EPH, 600000, 43.0
SAT, 1, EPH, 600000, 32.0
SAT, 1, EPH, 600000, 32.0
SAT, 1, EPH, 600000, 24.0
SAT, 1, EPH, 600000, 29.0
SAT, 1, EPH, 600000, 33.0
SAT, 1, EPH, 600000, 39.0
SAT, 1, EPH, 600000, 29.0
SAT, 1, AA-HH, 600000, 195.0
SAT, 1, AA-HH, 600000, 207.0
SAT, 1, AA-HH, 600000, 171.0
SAT, 1, AA-HH, 600000, 177.0
SAT, 1, AA-HH, 600000, 208.0
SAT, 1, AA-HH, 600000, 202.0
SAT, 1, AA-HH, 600000, 181.0
SAT, 1, AA-HH, 600000, 203.0
SAT, 1, AA-HH, 600000, 178.0
SAT, 1, AA-HH, 600000, 190.0
SAT, 1, AA-HH, 600000, 196.0
SAT, 1, AA-HH, 600000, 197.0
SAT, 1, AA-HH, 600000, 195.0
SAT, 1, AA-HH, 600000, 194.0
SAT, 1, AA-HH, 600000, 189.0
SAT, 1, AA-HH, 600000, 190.0
SAT, 1, AA-HH, 600000, 160.0
SAT, 1, AA-HH, 600000, 174.0
SAT, 1, AA-HH, 600000, 187.0
SAT, 1, AA-HH, 600000, 192.0
SAT, 1, AA-HH, 600000, 177.0
SAT, 1, AA-HH, 600000, 189.0
SAT, 1, AA-HH, 600000, 150.0
SAT, 1, AA-HH, 600000, 174.0
SAT, 1, AA-HH, 600000, 173.0
SAT, 1, AA-HH, 600000, 162.0
SAT, 1, AA-HH, 600000, 179.0
SAT, 1, AA-HH, 600000, 174.0
SAT, 1, AA-HH, 600000, 200.0
SAT, 1, AA-HH, 600000, 179.0
SAT, 1, AA-HH, 600000, 180.0
SAT, 1, ANW-HH, 600000, 58.0
SAT, 1, ANW-HH, 600000, 59.0
SAT, 1, ANW-HH, 600000, 65.0
SAT, 1, ANW-HH, 600000, 64.0
SAT, 1, ANW-HH, 600000, 63.0
SAT, 1, ANW-HH, 600000, 57.0
SAT, 1, ANW-HH, 600000, 62.0
SAT, 1, ANW-HH, 600000, 50.0
SAT, 1, ANW-HH, 600000, 72.0
SAT, 1, ANW-HH, 600000, 63.0
SAT, 1, ANW-HH, 600000, 58.0
SAT, 1, ANW-HH, 600000, 66.0
SAT, 1, ANW-HH, 600000, 55.0
SAT, 1, ANW-HH, 600000, 74.0
SAT, 1, ANW-HH, 600000, 68.0
SAT, 1, ANW-HH, 600000, 71.0
SAT, 1, ANW-HH, 600000, 58.0
SAT, 1, ANW-HH, 600000, 71.0
SAT, 1, ANW-HH, 600000, 55.0
SAT, 1, ANW-HH, 600000, 67.0
SAT, 1, ANW-HH, 600000, 41.0
SAT, 1, ANW-HH, 600000, 56.0
SAT, 1, ANW-HH, 600000, 75.0
SAT, 1, ANW-HH, 600000, 50.0
SAT, 1, ANW-HH, 600000, 64.0
SAT, 1, ANW-HH, 600000, 63.0
SAT, 1, ANW-HH, 600000, 69.0
SAT, 1, ANW-HH, 600000, 78.0
SAT, 1, ANW-HH, 600000, 55.0
SAT, 1, ANW-HH, 600000, 50.0
SAT, 1, ANW-HH, 600000, 59.0
SAT, 2, Adap-HH, 600000, 16.0
SAT, 2, Adap-HH, 600000, 16.0
SAT, 2, Adap-HH, 600000, 17.0
SAT, 2, Adap-HH, 600000, 18.0
SAT, 2, Adap-HH, 600000, 21.0
SAT, 2, Adap-HH, 600000, 16.0
SAT, 2, Adap-HH, 600000, 25.0
SAT, 2, Adap-HH, 600000, 18.0
SAT, 2, Adap-HH, 600000, 20.0
SAT, 2, Adap-HH, 600000, 18.0
SAT, 2, Adap-HH, 600000, 18.0
SAT, 2, Adap-HH, 600000, 19.0
SAT, 2, Adap-HH, 600000, 20.0
SAT, 2, Adap-HH, 600000, 17.0
SAT, 2, Adap-HH, 600000, 18.0
SAT, 2, Adap-HH, 600000, 20.0
SAT, 2, Adap-HH, 600000, 19.0
SAT, 2, Adap-HH, 600000, 17.0
SAT, 2, Adap-HH, 600000, 22.0
SAT, 2, Adap-HH, 600000, 20.0
SAT, 2, Adap-HH, 600000, 20.0
SAT, 2, Adap-HH, 600000, 20.0
SAT, 2, Adap-HH, 600000, 18.0
SAT, 2, Adap-HH, 600000, 21.0
SAT, 2, Adap-HH, 600000, 17.0
SAT, 2, Adap-HH, 600000, 16.0
SAT, 2, Adap-HH, 600000, 19.0
SAT, 2, Adap-HH, 600000, 20.0
SAT, 2, Adap-HH, 600000, 18.0
SAT, 2, Adap-HH, 600000, 19.0
SAT, 2, Adap-HH, 600000, 19.0
SAT, 2, FS-ILS, 600000, 17.0
SAT, 2, FS-ILS, 600000, 16.0
SAT, 2, FS-ILS, 600000, 19.0
SAT, 2, FS-ILS, 600000, 17.0
SAT, 2, FS-ILS, 600000, 14.0
SAT, 2, FS-ILS, 600000, 15.0
SAT, 2, FS-ILS, 600000, 15.0
SAT, 2, FS-ILS, 600000, 16.0
SAT, 2, FS-ILS, 600000, 19.0
SAT, 2, FS-ILS, 600000, 17.0
SAT, 2, FS-ILS, 600000, 18.0
SAT, 2, FS-ILS, 600000, 17.0
SAT, 2, FS-ILS, 600000, 17.0
SAT, 2, FS-ILS, 600000, 19.0
SAT, 2, FS-ILS, 600000, 15.0
SAT, 2, FS-ILS, 600000, 16.0
SAT, 2, FS-ILS, 600000, 14.0
SAT, 2, FS-ILS, 600000, 16.0
SAT, 2, FS-ILS, 600000, 15.0
SAT, 2, FS-ILS, 600000, 17.0
SAT, 2, FS-ILS, 600000, 17.0
SAT, 2, FS-ILS, 600000, 16.0
SAT, 2, FS-ILS, 600000, 18.0
SAT, 2, FS-ILS, 600000, 15.0
SAT, 2, FS-ILS, 600000, 16.0
SAT, 2, FS-ILS, 600000, 16.0
SAT, 2, FS-ILS, 600000, 14.0
SAT, 2, FS-ILS, 600000, 18.0
SAT, 2, FS-ILS, 600000, 14.0
SAT, 2, FS-ILS, 600000, 15.0
SAT, 2, FS-ILS, 600000, 15.0
SAT, 2, NR-FS-ILS, 600000, 20.0
SAT, 2, NR-FS-ILS, 600000, 18.0
SAT, 2, NR-FS-ILS, 600000, 17.0
SAT, 2, NR-FS-ILS, 600000, 18.0
SAT, 2, NR-FS-ILS, 600000, 18.0
SAT, 2, NR-FS-ILS, 600000, 16.0
SAT, 2, NR-FS-ILS, 600000, 19.0
SAT, 2, NR-FS-ILS, 600000, 18.0
SAT, 2, NR-FS-ILS, 600000, 15.0
SAT, 2, NR-FS-ILS, 600000, 15.0
SAT, 2, NR-FS-ILS, 600000, 18.0
SAT, 2, NR-FS-ILS, 600000, 15.0
SAT, 2, NR-FS-ILS, 600000, 14.0
SAT, 2, NR-FS-ILS, 600000, 17.0
SAT, 2, NR-FS-ILS, 600000, 17.0
SAT, 2, NR-FS-ILS, 600000, 19.0
SAT, 2, NR-FS-ILS, 600000, 16.0
SAT, 2, NR-FS-ILS, 600000, 20.0
SAT, 2, NR-FS-ILS, 600000, 18.0
SAT, 2, NR-FS-ILS, 600000, 18.0
SAT, 2, NR-FS-ILS, 600000, 17.0
SAT, 2, NR-FS-ILS, 600000, 14.0
SAT, 2, NR-FS-ILS, 600000, 16.0
SAT, 2, NR-FS-ILS, 600000, 16.0
SAT, 2, NR-FS-ILS, 600000, 17.0
SAT, 2, NR-FS-ILS, 600000, 18.0
SAT, 2, NR-FS-ILS, 600000, 15.0
SAT, 2, NR-FS-ILS, 600000, 18.0
SAT, 2, NR-FS-ILS, 600000, 17.0
SAT, 2, NR-FS-ILS, 600000, 18.0
SAT, 2, NR-FS-ILS, 600000, 19.0
SAT, 2, EPH, 600000, 32.0
SAT, 2, EPH, 600000, 26.0
SAT, 2, EPH, 600000, 36.0
SAT, 2, EPH, 600000, 31.0
SAT, 2, EPH, 600000, 24.0
SAT, 2, EPH, 600000, 20.0
SAT, 2, EPH, 600000, 28.0
SAT, 2, EPH, 600000, 25.0
SAT, 2, EPH, 600000, 24.0
SAT, 2, EPH, 600000, 27.0
SAT, 2, EPH, 600000, 26.0
SAT, 2, EPH, 600000, 24.0
SAT, 2, EPH, 600000, 24.0
SAT, 2, EPH, 600000, 30.0
SAT, 2, EPH, 600000, 33.0
SAT, 2, EPH, 600000, 29.0
SAT, 2, EPH, 600000, 32.0
SAT, 2, EPH, 600000, 35.0
SAT, 2, EPH, 600000, 31.0
SAT, 2, EPH, 600000, 22.0
SAT, 2, EPH, 600000, 25.0
SAT, 2, EPH, 600000, 21.0
SAT, 2, EPH, 600000, 28.0
SAT, 2, EPH, 600000, 22.0
SAT, 2, EPH, 600000, 21.0
SAT, 2, EPH, 600000, 20.0
SAT, 2, EPH, 600000, 33.0
SAT, 2, EPH, 600000, 24.0
SAT, 2, EPH, 600000, 16.0
SAT, 2, EPH, 600000, 20.0
SAT, 2, EPH, 600000, 24.0
SAT, 2, AA-HH, 600000, 182.0
SAT, 2, AA-HH, 600000, 186.0
SAT, 2, AA-HH, 600000, 181.0
SAT, 2, AA-HH, 600000, 176.0
SAT, 2, AA-HH, 600000, 189.0
SAT, 2, AA-HH, 600000, 170.0
SAT, 2, AA-HH, 600000, 184.0
SAT, 2, AA-HH, 600000, 172.0
SAT, 2, AA-HH, 600000, 201.0
SAT, 2, AA-HH, 600000, 186.0
SAT, 2, AA-HH, 600000, 179.0
SAT, 2, AA-HH, 600000, 156.0
SAT, 2, AA-HH, 600000, 185.0
SAT, 2, AA-HH, 600000, 189.0
SAT, 2, AA-HH, 600000, 191.0
SAT, 2, AA-HH, 600000, 180.0
SAT, 2, AA-HH, 600000, 181.0
SAT, 2, AA-HH, 600000, 190.0
SAT, 2, AA-HH, 600000, 188.0
SAT, 2, AA-HH, 600000, 170.0
SAT, 2, AA-HH, 600000, 189.0
SAT, 2, AA-HH, 600000, 180.0
SAT, 2, AA-HH, 600000, 173.0
SAT, 2, AA-HH, 600000, 186.0
SAT, 2, AA-HH, 600000, 185.0
SAT, 2, AA-HH, 600000, 163.0
SAT, 2, AA-HH, 600000, 165.0
SAT, 2, AA-HH, 600000, 185.0
SAT, 2, AA-HH, 600000, 174.0
SAT, 2, AA-HH, 600000, 194.0
SAT, 2, AA-HH, 600000, 172.0
SAT, 2, ANW-HH, 600000, 55.0
SAT, 2, ANW-HH, 600000, 67.0
SAT, 2, ANW-HH, 600000, 63.0
SAT, 2, ANW-HH, 600000, 54.0
SAT, 2, ANW-HH, 600000, 63.0
SAT, 2, ANW-HH, 600000, 52.0
SAT, 2, ANW-HH, 600000, 64.0
SAT, 2, ANW-HH, 600000, 57.0
SAT, 2, ANW-HH, 600000, 71.0
SAT, 2, ANW-HH, 600000, 62.0
SAT, 2, ANW-HH, 600000, 49.0
SAT, 2, ANW-HH, 600000, 52.0
SAT, 2, ANW-HH, 600000, 58.0
SAT, 2, ANW-HH, 600000, 49.0
SAT, 2, ANW-HH, 600000, 59.0
SAT, 2, ANW-HH, 600000, 63.0
SAT, 2, ANW-HH, 600000, 63.0
SAT, 2, ANW-HH, 600000, 57.0
SAT, 2, ANW-HH, 600000, 53.0
SAT, 2, ANW-HH, 600000, 56.0
SAT, 2, ANW-HH, 600000, 65.0
SAT, 2, ANW-HH, 600000, 71.0
SAT, 2, ANW-HH, 600000, 58.0
SAT, 2, ANW-HH, 600000, 66.0
SAT, 2, ANW-HH, 600000, 55.0
SAT, 2, ANW-HH, 600000, 53.0
SAT, 2, ANW-HH, 600000, 56.0
SAT, 2, ANW-HH, 600000, 59.0
SAT, 2, ANW-HH, 600000, 53.0
SAT, 2, ANW-HH, 600000, 67.0
SAT, 2, ANW-HH, 600000, 47.0
SAT, 3, Adap-HH, 600000, 4.0
SAT, 3, Adap-HH, 600000, 2.0
SAT, 3, Adap-HH, 600000, 2.0
SAT, 3, Adap-HH, 600000, 3.0
SAT, 3, Adap-HH, 600000, 2.0
SAT, 3, Adap-HH, 600000, 2.0
SAT, 3, Adap-HH, 600000, 0.0
SAT, 3, Adap-HH, 600000, 5.0
SAT, 3, Adap-HH, 600000, 2.0
SAT, 3, Adap-HH, 600000, 4.0
SAT, 3, Adap-HH, 600000, 5.0
SAT, 3, Adap-HH, 600000, 3.0
SAT, 3, Adap-HH, 600000, 0.0
SAT, 3, Adap-HH, 600000, 4.0
SAT, 3, Adap-HH, 600000, 5.0
SAT, 3, Adap-HH, 600000, 2.0
SAT, 3, Adap-HH, 600000, 2.0
SAT, 3, Adap-HH, 600000, 4.0
SAT, 3, Adap-HH, 600000, 3.0
SAT, 3, Adap-HH, 600000, 2.0
SAT, 3, Adap-HH, 600000, 2.0
SAT, 3, Adap-HH, 600000, 2.0
SAT, 3, Adap-HH, 600000, 1.0
SAT, 3, Adap-HH, 600000, 4.0
SAT, 3, Adap-HH, 600000, 5.0
SAT, 3, Adap-HH, 600000, 4.0
SAT, 3, Adap-HH, 600000, 1.0
SAT, 3, Adap-HH, 600000, 8.0
SAT, 3, Adap-HH, 600000, 4.0
SAT, 3, Adap-HH, 600000, 4.0
SAT, 3, Adap-HH, 600000, 5.0
SAT, 3, FS-ILS, 600000, 2.0
SAT, 3, FS-ILS, 600000, 2.0
SAT, 3, FS-ILS, 600000, 1.0
SAT, 3, FS-ILS, 600000, 3.0
SAT, 3, FS-ILS, 600000, 1.0
SAT, 3, FS-ILS, 600000, 2.0
SAT, 3, FS-ILS, 600000, 2.0
SAT, 3, FS-ILS, 600000, 2.0
SAT, 3, FS-ILS, 600000, 2.0
SAT, 3, FS-ILS, 600000, 2.0
SAT, 3, FS-ILS, 600000, 2.0
SAT, 3, FS-ILS, 600000, 1.0
SAT, 3, FS-ILS, 600000, 2.0
SAT, 3, FS-ILS, 600000, 1.0
SAT, 3, FS-ILS, 600000, 2.0
SAT, 3, FS-ILS, 600000, 3.0
SAT, 3, FS-ILS, 600000, 3.0
SAT, 3, FS-ILS, 600000, 3.0
SAT, 3, FS-ILS, 600000, 2.0
SAT, 3, FS-ILS, 600000, 1.0
SAT, 3, FS-ILS, 600000, 1.0
SAT, 3, FS-ILS, 600000, 2.0
SAT, 3, FS-ILS, 600000, 3.0
